name,position,projected_points,uncertainty,player_id,code,team_name,status,prior_total_points,prior_minutes,fixture_difficulty_next6,projection_method
Ryan Christie,MID,47.479,10.920,75,158499,Bournemouth,s,47.000,978.000,3.667,prior-season points with positional shrinkage
Azor Matusiwa,MID,47.476,22.788,310,241117,Ipswich Town,i,,,3.000,position prior for new player
Jack Taylor,MID,47.476,22.788,312,231899,Ipswich Town,i,,,3.000,position prior for new player
Joe Willock,MID,47.313,8.000,460,200089,Newcastle,a,38.000,972.000,2.833,prior-season points with positional shrinkage
Matthijs de Ligt,DEF,47.305,10.880,416,209365,Man Utd,i,43.000,1170.000,2.833,prior-season points with positional shrinkage
Lewis Cook,MID,47.304,11.826,71,155408,Bournemouth,a,40.000,872.000,3.667,prior-season points with positional shrinkage
Eliot Matazo,MID,47.159,22.637,291,465525,Hull City,i,,,3.167,position prior for new player
Wilson Odobert,MID,46.992,10.808,517,550839,Spurs,i,46.000,972.000,3.000,prior-season points with positional shrinkage
Conor Bradley,DEF,46.597,10.717,360,492777,Liverpool,i,42.000,928.000,2.833,prior-season points with positional shrinkage
Federico Chiesa,MID,46.508,11.627,370,223541,Liverpool,a,37.000,317.000,2.833,prior-season points with positional shrinkage
Tosin Adarabioyo,DEF,46.200,11.550,147,109646,Chelsea,a,34.000,788.000,3.000,prior-season points with positional shrinkage
Merlin Röhl,MID,45.703,11.426,246,513466,Everton,a,36.000,675.000,2.833,prior-season points with positional shrinkage
Justin Devenny,MID,45.400,11.350,215,489706,Crystal Palace,a,36.000,785.000,3.000,prior-season points with positional shrinkage
Chris Rigg,MID,45.400,11.350,548,554197,Sunderland,a,36.000,758.000,3.000,prior-season points with positional shrinkage
Jarrad Branthwaite,DEF,44.897,11.224,230,480455,Everton,a,32.000,678.000,2.833,prior-season points with positional shrinkage
Nicolò Savona,DEF,44.176,10.160,475,500151,Nott'm Forest,i,39.000,1025.000,3.000,prior-season points with positional shrinkage
Yoane Wissa,FWD,44.092,11.023,464,216646,Newcastle,a,27.000,517.000,2.833,prior-season points with positional shrinkage
Simon Adingra,MID,43.800,10.950,546,535818,Sunderland,a,34.000,649.000,3.000,prior-season points with positional shrinkage
Issa Diop,DEF,43.800,10.950,259,219924,Ipswich Town,a,31.000,812.000,3.000,prior-season points with positional shrinkage
Enes Ünal,FWD,42.632,10.658,80,168636,Bournemouth,a,27.000,214.000,3.667,prior-season points with positional shrinkage
Victor Lindelöf,DEF,42.200,8.000,37,184667,Aston Villa,a,29.000,942.000,3.000,prior-season points with positional shrinkage
Destiny Udogie,DEF,42.200,8.000,506,487053,Spurs,a,29.000,1335.000,3.000,prior-season points with positional shrinkage
Wilfried Gnonto,MID,41.919,10.480,341,492859,Leeds,a,32.000,521.000,3.167,prior-season points with positional shrinkage
Manuel Ugarte Ribeiro,MID,41.636,13.740,433,232112,Man Utd,i,38.000,876.000,2.833,prior-season points with positional shrinkage
Gabriel Fernando de Jesus,FWD,41.400,10.350,27,205651,Arsenal,a,24.000,418.000,3.000,prior-season points with positional shrinkage
Eddie Nketiah,FWD,40.600,10.150,224,205533,Crystal Palace,a,23.000,414.000,3.000,prior-season points with positional shrinkage
Ryan Yates,MID,40.600,10.150,489,204968,Nott'm Forest,a,30.000,602.000,3.000,prior-season points with positional shrinkage
Joe Gomez,DEF,40.218,13.272,359,171287,Liverpool,i,33.000,594.000,2.833,prior-season points with positional shrinkage
Carlos Alcaraz Durán,MID,40.065,10.016,243,502697,Everton,a,29.000,679.000,2.833,prior-season points with positional shrinkage
Antonín Kinský,GK,40.000,10.000,496,485055,Spurs,a,20.000,630.000,3.000,prior-season points with positional shrinkage
Myles Lewis-Skelly,MID,39.800,9.950,7,499169,Arsenal,a,29.000,697.000,3.000,prior-season points with positional shrinkage
Luke O'Nien,DEF,39.800,9.950,539,167512,Sunderland,a,26.000,565.000,3.000,prior-season points with positional shrinkage
Sebastiaan Bornauw,DEF,38.740,9.685,333,437738,Leeds,a,25.000,429.000,3.167,prior-season points with positional shrinkage
Dilane Bakwa,MID,37.400,9.350,485,476887,Nott'm Forest,a,26.000,549.000,3.000,prior-season points with positional shrinkage
Nathan Patterson,DEF,36.844,9.211,234,243571,Everton,a,22.000,238.000,2.833,prior-season points with positional shrinkage
Melker Ellborg,GK,36.800,9.200,531,515046,Sunderland,a,16.000,270.000,3.000,prior-season points with positional shrinkage
Marco Bizot,GK,36.800,9.200,29,72147,Aston Villa,a,16.000,585.000,3.000,prior-season points with positional shrinkage
Jamie Bynoe-Gittens,MID,36.600,9.150,158,463936,Chelsea,a,25.000,486.000,3.000,prior-season points with positional shrinkage
Tammy Abraham,FWD,35.728,11.790,56,173879,Aston Villa,i,23.000,278.000,3.000,prior-season points with positional shrinkage
Joël Piroe,FWD,35.561,8.890,348,235826,Leeds,a,17.000,244.000,3.167,prior-season points with positional shrinkage
Chadi Riad Dnanou,DEF,35.000,8.750,206,515621,Crystal Palace,a,20.000,550.000,3.000,prior-season points with positional shrinkage
Daniel James,MID,34.767,8.692,343,200617,Leeds,a,23.000,547.000,3.167,prior-season points with positional shrinkage
James Trafford,GK,34.400,8.600,385,432720,Man City,a,13.000,360.000,3.000,prior-season points with positional shrinkage
Jorrel Hato,DEF,34.200,8.000,148,551210,Chelsea,a,19.000,1139.000,3.000,prior-season points with positional shrinkage
Rico Lewis,DEF,34.200,8.550,395,477064,Man City,a,19.000,401.000,3.000,prior-season points with positional shrinkage
Harrison Armstrong,MID,33.623,8.406,244,609873,Everton,a,21.000,524.000,2.833,prior-season points with positional shrinkage
Leon Bailey,MID,33.400,8.350,44,215711,Aston Villa,a,21.000,450.000,3.000,prior-season points with positional shrinkage
Veljko Milosavljevic,DEF,33.288,8.322,63,620487,Bournemouth,a,19.000,367.000,3.667,prior-season points with positional shrinkage
Altay Bayındır,GK,33.019,8.255,413,451302,Man Utd,a,11.000,540.000,2.833,prior-season points with positional shrinkage
Stefanos Tzimas,FWD,32.900,10.857,137,608181,Brighton,d,16.000,132.000,3.000,prior-season points with positional shrinkage
John Victor Maciel Furtado,GK,32.800,8.200,468,221389,Nott'm Forest,a,11.000,437.000,3.000,prior-season points with positional shrinkage
Marc Guiu Paz,FWD,32.600,8.150,168,499309,Chelsea,a,13.000,265.000,3.000,prior-season points with positional shrinkage
Tyler Dibling,MID,31.207,8.000,245,496661,Everton,a,18.000,349.000,2.833,prior-season points with positional shrinkage
Filip Jörgensen,GK,31.200,8.000,141,508479,Chelsea,a,9.000,378.000,3.000,prior-season points with positional shrinkage
James McAtee,MID,30.200,8.000,486,432714,Nott'm Forest,a,17.000,288.000,3.000,prior-season points with positional shrinkage
Ethan Pinnock,DEF,29.999,8.000,91,231065,Brentford,a,14.000,318.000,3.167,prior-season points with positional shrinkage
Walter Benítez,GK,29.600,8.000,199,121709,Crystal Palace,a,7.000,90.000,3.000,prior-season points with positional shrinkage
Tyrique George,MID,29.596,8.000,242,550615,Everton,a,16.000,351.000,2.833,prior-season points with positional shrinkage
Arnaud Kalimuendo,FWD,29.400,8.000,493,465680,Nott'm Forest,a,9.000,89.000,3.000,prior-season points with positional shrinkage
Matt O'Riley,MID,29.400,8.000,126,219249,Brighton,a,16.000,202.000,3.000,prior-season points with positional shrinkage
Max Dowman,MID,29.400,8.000,20,616077,Arsenal,a,16.000,152.000,3.000,prior-season points with positional shrinkage
Jair Paula da Cunha Filho,DEF,29.400,8.000,474,575458,Nott'm Forest,a,13.000,514.000,3.000,prior-season points with positional shrinkage
Freddie Woodman,GK,28.992,8.000,352,155503,Liverpool,a,6.000,212.000,2.833,prior-season points with positional shrinkage
Harrison Reed,MID,28.219,8.000,270,153366,Fulham,a,15.000,89.000,3.333,prior-season points with positional shrinkage
Romaine Mundle,MID,27.800,8.000,547,461199,Sunderland,a,14.000,399.000,3.000,prior-season points with positional shrinkage
Luca Netz,DEF,27.800,8.000,478,470315,Nott'm Forest,a,11.000,353.000,3.000,prior-season points with positional shrinkage
Diego Coppola,DEF,27.000,8.000,117,550090,Brighton,a,10.000,193.000,3.000,prior-season points with positional shrinkage
Roméo Lavia,MID,27.000,8.000,161,514356,Chelsea,a,13.000,374.000,3.000,prior-season points with positional shrinkage
Ben Davies,DEF,27.000,8.000,508,115556,Spurs,a,10.000,136.000,3.000,prior-season points with positional shrinkage
Nilson Angulo,MID,27.000,8.000,551,536661,Sunderland,a,13.000,401.000,3.000,prior-season points with positional shrinkage
Reiss Nelson,MID,27.000,8.000,24,200641,Arsenal,a,13.000,118.000,3.000,prior-season points with positional shrinkage
Jonah Kusi-Asare,FWD,26.640,8.000,272,631786,Fulham,a,6.000,49.000,3.333,prior-season points with positional shrinkage
Frank Onyeka,MID,26.025,8.000,104,428580,Coventry City,a,12.000,88.000,3.167,prior-season points with positional shrinkage
Kepa Arrizabalaga Revuelta,GK,25.600,8.000,2,109745,Arsenal,a,2.000,90.000,3.000,prior-season points with positional shrinkage
Levi Samuels Colwill,DEF,25.400,8.000,149,460028,Chelsea,a,8.000,225.000,3.000,prior-season points with positional shrinkage
Endo Wataru,MID,24.792,8.181,374,158983,Liverpool,d,12.000,170.000,2.833,prior-season points with positional shrinkage
Ben Gannon-Doak,MID,24.723,8.000,72,496208,Bournemouth,a,11.000,105.000,3.667,prior-season points with positional shrinkage
Hákon Rafn Valdimarsson,GK,24.635,8.000,83,507433,Brentford,a,1.000,90.000,3.167,prior-season points with positional shrinkage
Benoît Badiashile Mukinayi,DEF,24.600,8.000,146,242880,Chelsea,a,7.000,470.000,3.000,prior-season points with positional shrinkage
Tom Heaton,GK,24.160,8.000,414,21205,Man Utd,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Mark Travers,GK,24.160,8.000,227,229600,Everton,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Mark Gillespie,GK,24.160,8.000,443,81441,Newcastle,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Tom King,GK,24.160,8.000,228,138001,Everton,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Armin Pecsi,GK,24.160,8.000,353,586268,Liverpool,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Kjell Scherpen,GK,24.000,8.000,564,240514,Ipswich Town,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Marcus Bettinelli,GK,24.000,8.000,386,122074,Man City,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Remi Matthews,GK,24.000,8.000,555,169593,Crystal Palace,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Illan Meslier,GK,24.000,8.000,3,437495,Arsenal,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Jason Steele,GK,24.000,8.000,111,49262,Brighton,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Brandon Austin,GK,24.000,8.000,495,214572,Spurs,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Anthony Patterson,GK,24.000,8.000,530,232571,Sunderland,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Carl Rushworth,GK,24.000,8.000,110,472739,Brighton,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Mike Penders,GK,24.000,8.000,560,549939,Chelsea,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Dane Scarlett,FWD,23.800,8.000,528,490145,Spurs,a,2.000,7.000,3.000,prior-season points with positional shrinkage
Mateo Kovačić,MID,23.800,8.000,406,91651,Man City,a,9.000,125.000,3.000,prior-season points with positional shrinkage
Igor Julio dos Santos de Paulo,DEF,23.800,8.000,118,223434,Brighton,a,6.000,103.000,3.000,prior-season points with positional shrinkage
Borna Sosa,DEF,23.800,8.000,205,218364,Crystal Palace,a,6.000,99.000,3.000,prior-season points with positional shrinkage
Alfie McNally,GK,23.680,8.000,252,505079,Fulham,a,0.000,0.000,3.333,prior-season points with positional shrinkage
Benjamin Lecomte,GK,23.680,8.000,251,86873,Fulham,a,0.000,0.000,3.333,prior-season points with positional shrinkage
Fábio Freitas Gouveia Carvalho,MID,23.602,8.000,100,244858,Brentford,i,13.000,100.000,3.167,prior-season points with positional shrinkage
Fraser Forster,GK,23.360,8.000,58,40383,Bournemouth,a,0.000,0.000,3.667,prior-season points with positional shrinkage
Will Dennis,GK,23.360,8.000,59,444172,Bournemouth,a,0.000,0.000,3.667,prior-season points with positional shrinkage
Sean Neave,FWD,23.153,8.000,466,599303,Newcastle,a,1.000,13.000,2.833,prior-season points with positional shrinkage
Shumaira Mheuka,FWD,23.000,8.000,169,567119,Chelsea,a,1.000,1.000,3.000,prior-season points with positional shrinkage
Andrés García,DEF,23.000,8.000,38,606798,Aston Villa,a,5.000,83.000,3.000,prior-season points with positional shrinkage
Ethan Nwaneri,MID,23.000,8.000,22,499175,Arsenal,a,8.000,165.000,3.000,prior-season points with positional shrinkage
Max Alleyne,DEF,23.000,8.000,394,494307,Man City,a,5.000,135.000,3.000,prior-season points with positional shrinkage
Kaye Furo,FWD,22.847,8.000,107,593174,Brentford,a,1.000,1.000,3.167,prior-season points with positional shrinkage
Alex Tóth,MID,22.387,8.000,76,614574,Bournemouth,a,8.000,135.000,3.667,prior-season points with positional shrinkage
Chido Obi,FWD,22.348,8.000,441,596047,Man Utd,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Nicolas Jackson,FWD,22.200,8.000,166,517052,Chelsea,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Christian Nørgaard,MID,22.200,8.000,21,128295,Arsenal,a,7.000,101.000,3.000,prior-season points with positional shrinkage
Trey Nyoni,MID,21.543,8.000,375,591386,Liverpool,a,6.000,21.000,2.833,prior-season points with positional shrinkage
Mamadou Sarr,DEF,21.400,8.000,150,574458,Chelsea,a,3.000,100.000,3.000,prior-season points with positional shrinkage
Zach Abbott,DEF,21.400,8.000,477,549067,Nott'm Forest,a,3.000,165.000,3.000,prior-season points with positional shrinkage
João Victor de Souza Menezes,DEF,21.400,8.000,511,616221,Spurs,a,3.000,142.000,3.000,prior-season points with positional shrinkage
Julio Soler Barreto,DEF,20.829,8.000,66,575901,Bournemouth,a,3.000,34.000,3.667,prior-season points with positional shrinkage
Alex Murphy,DEF,20.737,8.000,451,545477,Newcastle,a,2.000,7.000,2.833,prior-season points with positional shrinkage
Harvey Elliott,MID,20.737,8.000,383,444884,Liverpool,a,5.000,110.000,2.833,prior-season points with positional shrinkage
Jenson Seelt,DEF,20.600,8.000,537,519634,Sunderland,a,2.000,133.000,3.000,prior-season points with positional shrinkage
Rio Cardines,DEF,20.600,8.000,220,590014,Crystal Palace,a,2.000,90.000,3.000,prior-season points with positional shrinkage
Tom Watson,MID,20.600,8.000,133,549074,Brighton,a,5.000,57.000,3.000,prior-season points with positional shrinkage
Tyler Fredricson,DEF,19.932,8.000,425,547676,Man Utd,a,1.000,2.000,2.833,prior-season points with positional shrinkage
Romain Esse,MID,19.800,8.000,216,606921,Crystal Palace,a,4.000,40.000,3.000,prior-season points with positional shrinkage
Jun'ai Byfield,DEF,19.800,8.000,509,640419,Spurs,a,1.000,1.000,3.000,prior-season points with positional shrinkage
Harry Howell,MID,19.800,8.000,132,597320,Brighton,a,4.000,92.000,3.000,prior-season points with positional shrinkage
Arthur Masuaku,DEF,19.800,8.000,540,105717,Sunderland,a,1.000,125.000,3.000,prior-season points with positional shrinkage
James Rowswell,DEF,19.800,8.000,510,499716,Spurs,a,1.000,1.000,3.000,prior-season points with positional shrinkage
Jayden Danns,FWD,19.666,8.000,382,500058,Liverpool,i,0.000,0.000,2.833,prior-season points with positional shrinkage
Evan Ferguson,FWD,19.536,8.000,139,487117,Brighton,i,0.000,0.000,3.000,prior-season points with positional shrinkage
Mateo Joseph Fernández-Regatillo,FWD,19.406,8.000,349,565297,Leeds,i,0.000,0.000,3.167,prior-season points with positional shrinkage
Kostas Tsimikas,DEF,19.127,8.000,364,214285,Liverpool,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Wellity Lucky,DEF,19.127,8.000,361,519440,Liverpool,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Adam Aznou,DEF,19.127,8.000,235,499300,Everton,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Calvin Ramsay,DEF,19.127,8.000,365,489580,Liverpool,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Jack Fletcher,MID,19.127,8.000,434,547037,Man Utd,a,3.000,107.000,2.833,prior-season points with positional shrinkage
Harry Amass,DEF,19.127,8.000,424,577974,Man Utd,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Shea Lacey,MID,19.127,8.000,435,576628,Man Utd,a,3.000,40.000,2.833,prior-season points with positional shrinkage
James Maddison,MID,19.000,8.000,515,172780,Spurs,a,3.000,34.000,3.000,prior-season points with positional shrinkage
Facundo Buonanotte,MID,19.000,8.000,128,536916,Brighton,a,3.000,81.000,3.000,prior-season points with positional shrinkage
Omar Richards,DEF,19.000,8.000,476,204822,Nott'm Forest,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Luka Vušković,DEF,19.000,8.000,504,610799,Brighton,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Aaron Anselmino,DEF,19.000,8.000,561,622758,Chelsea,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Vitor de Oliveira Nunes dos Reis,DEF,19.000,8.000,396,616222,Man City,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Alysson Edward Franco da Rocha dos Santos,MID,19.000,8.000,52,653481,Aston Villa,a,3.000,47.000,3.000,prior-season points with positional shrinkage
Leo Fuhr Hjelde,DEF,19.000,8.000,538,477547,Sunderland,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Ashley Phillips,DEF,19.000,8.000,507,548308,Spurs,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Matt Targett,DEF,18.873,8.000,556,169359,Hull City,a,0.000,0.000,3.167,prior-season points with positional shrinkage
Kim Ji-soo,DEF,18.873,8.000,92,570241,Brentford,a,0.000,0.000,3.167,prior-season points with positional shrinkage
Julián Araujo Zúñiga,DEF,18.493,8.000,65,436893,Bournemouth,a,0.000,0.000,3.667,prior-season points with positional shrinkage
Tyler Fletcher,MID,18.321,8.000,438,519913,Man Utd,a,2.000,17.000,2.833,prior-season points with positional shrinkage
Divine Mukasa,MID,18.200,8.000,409,590039,Man City,a,2.000,25.000,3.000,prior-season points with positional shrinkage
Joél Drakes-Thomas,MID,18.200,8.000,221,672492,Crystal Palace,a,2.000,7.000,3.000,prior-season points with positional shrinkage
George Hemmings,MID,18.200,8.000,51,577285,Aston Villa,a,2.000,25.000,3.000,prior-season points with positional shrinkage
Josh Dasilva,MID,18.079,8.000,103,183656,Brentford,a,2.000,2.000,3.167,prior-season points with positional shrinkage
Bendito Mantato,MID,17.516,8.000,437,576620,Man Utd,a,1.000,15.000,2.833,prior-season points with positional shrinkage
Bradley Burrowes,MID,17.400,8.000,50,645618,Aston Villa,a,1.000,16.000,3.000,prior-season points with positional shrinkage
Callum Olusesi,MID,17.400,8.000,524,499726,Spurs,a,1.000,14.000,3.000,prior-season points with positional shrinkage
Djiamgone Jocelin Ta Bi,MID,17.400,8.000,550,699989,Sunderland,a,1.000,38.000,3.000,prior-season points with positional shrinkage
Dário Luís Essugo,MID,17.400,8.000,163,491007,Chelsea,a,1.000,26.000,3.000,prior-season points with positional shrinkage
Nehemiah Oriola,MID,17.400,8.000,134,556637,Brighton,a,1.000,1.000,3.000,prior-season points with positional shrinkage
Giovanni Leoni,DEF,16.831,8.000,363,647681,Liverpool,i,0.000,0.000,2.833,prior-season points with positional shrinkage
Marcus Rashford,MID,16.711,8.000,429,176297,Man Utd,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Toby Collyer,MID,16.711,8.000,436,490881,Man Utd,a,0.000,0.000,2.833,prior-season points with positional shrinkage
James McConnell,MID,16.711,8.000,378,491501,Liverpool,a,0.000,0.000,2.833,prior-season points with positional shrinkage
Jesurun Rak-Sakyi,MID,16.600,8.000,219,450542,Crystal Palace,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Mikey Moore,MID,16.600,8.000,523,499721,Spurs,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Fábio Ferreira Vieira,MID,16.600,8.000,23,438098,Arsenal,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Kalvin Phillips,MID,16.600,8.000,408,155405,Man City,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Claudio Echeverri,MID,16.600,8.000,407,575204,Man City,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Cheick Doucouré,MID,16.600,8.000,218,438464,Crystal Palace,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Samuel Iling-Junior,MID,16.600,8.000,49,469247,Aston Villa,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Matheus França de Oliveira,MID,16.600,8.000,217,536694,Crystal Palace,a,0.000,0.000,3.000,prior-season points with positional shrinkage
Joe Gelhardt,MID,16.489,8.000,340,462635,Leeds,a,0.000,0.000,3.167,prior-season points with positional shrinkage
Darko Gyabi,MID,16.489,8.000,297,470294,Hull City,a,0.000,0.000,3.167,prior-season points with positional shrinkage
Antoni Milambo,MID,16.247,8.000,99,543295,Brentford,d,1.000,45.000,3.167,prior-season points with positional shrinkage
Stefan Bajčetić Maquieira,MID,14.705,8.000,376,535928,Liverpool,i,0.000,0.000,2.833,prior-season points with positional shrinkage
Dejan Kulusevski,MID,14.608,8.000,521,445044,Spurs,i,0.000,0.000,3.000,prior-season points with positional shrinkage
